InvoiceNo,StockCode,Quantity,InvoiceDate,UnitPrice,CustomerID
555736,22759,12,2011-06-07 09:13:00,1.65,17730.0
570246,22383,1,2011-10-09 16:22:00,1.65,16921.0
566427,21915,5,2011-09-12 14:24:00,1.25,17433.0
578369,21868,3,2011-11-24 11:10:00,1.65,14698.0
576075,21238,3,2011-11-13 16:16:00,0.85,15861.0
545349,84992,1,2011-03-02 11:07:00,0.55,18118.0
C566462,20979,-6,2011-09-12 17:49:00,1.25,14276.0
563706,22090,6,2011-08-18 14:48:00,2.95,14189.0
566788,23175,4,2011-09-15 10:31:00,3.25,14306.0
542103,22960,6,2011-01-25 13:26:00,4.25,13198.0
572913,20914,1,2011-10-26 16:21:00,2.95,15993.0
568951,23180,4,2011-09-29 15:26:00,4.95,17724.0
C572114,23323,-1,2011-10-20 19:15:00,2.1,17169.0
C537417,22960,-1,2010-12-06 15:12:00,4.25,13481.0
555829,22384,20,2011-06-07 12:18:00,1.65,13330.0
575128,21014,24,2011-11-08 14:27:00,0.29,16837.0
553476,23108,4,2011-05-17 11:41:00,6.25,14221.0
543114,21733,6,2011-02-03 13:26:00,2.95,14156.0
576876,22966,1,2011-11-16 16:42:00,1.25,16804.0
572552,22983,2,2011-10-24 17:07:00,0.83,14096.0
578993,84199,1,2011-11-27 15:38:00,0.21,15987.0
558620,21259,1,2011-06-30 16:39:00,5.95,15584.0
577106,84997D,1,2011-11-17 17:18:00,4.15,14456.0
558067,20719,10,2011-06-24 15:51:00,0.85,14156.0
563036,22147,12,2011-08-11 14:55:00,1.45,14868.0
560934,22707,25,2011-07-22 10:48:00,0.42,16722.0
576339,22757,2,2011-11-14 15:27:00,2.46,14096.0
561795,21207,12,2011-07-29 13:28:00,1.65,12716.0
577302,85135A,1,2011-11-18 12:57:00,7.95,17904.0
552574,21670,96,2011-05-10 12:20:00,1.06,15311.0
550938,20679,3,2011-04-21 15:16:00,5.95,16019.0
565726,22423,3,2011-09-06 11:58:00,12.75,14360.0
552304,15056N,1,2011-05-08 15:15:00,5.95,12748.0
565242,85032A,12,2011-09-02 10:13:00,0.65,14436.0
543610,84832,12,2011-02-10 14:30:00,0.85,16425.0
576593,22536,1,2011-11-15 14:48:00,0.42,15720.0
561600,20675,2,2011-07-28 11:29:00,1.25,15861.0
544678,21179,3,2011-02-22 16:15:00,1.25,13077.0
542691,84879,160,2011-01-31 12:34:00,1.45,13408.0
543118,72760B,5,2011-02-03 13:31:00,9.95,13842.0
574683,21356,1,2011-11-06 12:50:00,1.25,16372.0
547892,22930,6,2011-03-28 10:15:00,2.55,12669.0
545460,22423,2,2011-03-02 17:33:00,12.75,13230.0
568702,22551,1,2011-09-28 15:18:00,1.65,17950.0
547061,84536B,16,2011-03-20 13:21:00,0.42,12407.0
538517,22796,2,2010-12-12 16:05:00,9.95,17618.0
546679,21679,6,2011-03-15 16:47:00,0.85,13121.0
567197,23242,6,2011-09-19 10:10:00,2.08,14934.0
549990,22960,6,2011-04-13 17:31:00,4.25,16678.0
567617,22595,48,2011-09-21 12:25:00,0.85,15140.0
566040,21524,2,2011-09-08 13:38:00,8.25,12540.0
540970,21784,2,2011-01-12 13:52:00,9.95,14185.0
551584,84879,8,2011-05-03 11:22:00,1.69,15620.0
576053,22086,1,2011-11-13 14:53:00,2.95,16726.0
543099,22697,72,2011-02-03 12:00:00,2.55,16684.0
568318,22269,16,2011-09-26 13:25:00,0.39,13233.0
577142,23311,6,2011-11-18 09:19:00,2.55,13985.0
572552,22725,1,2011-10-24 17:07:00,7.46,14096.0
568908,22427,3,2011-09-29 13:38:00,5.95,16653.0
546498,22768,1,2011-03-14 11:44:00,9.95,15493.0
C565075,D,-1,2011-08-31 17:25:00,38.39,13408.0
566193,21535,6,2011-09-09 13:37:00,2.55,14961.0
548490,85099B,10,2011-03-31 13:13:00,1.95,12909.0
554969,22927,4,2011-05-27 16:30:00,5.95,14976.0
569089,22621,6,2011-09-30 12:03:00,1.65,13764.0
546096,22831,6,2011-03-09 11:59:00,2.95,15502.0
559660,22708,50,2011-07-11 13:19:00,0.42,16701.0
570855,23506,20,2011-10-12 14:56:00,0.42,17314.0
571303,20717,10,2011-10-17 09:36:00,1.25,13875.0
575656,23298,12,2011-11-10 14:29:00,4.95,13319.0
552442,21172,10,2011-05-09 13:03:00,1.45,14667.0
574725,21485,1,2011-11-06 14:50:00,4.95,15883.0
554832,84535B,16,2011-05-26 15:30:00,0.65,16092.0
540458,21558,6,2011-01-07 12:28:00,2.55,12501.0
556425,21395,6,2011-06-10 12:51:00,0.39,14178.0
574670,22558,1,2011-11-06 12:20:00,1.65,12838.0
564335,23182,4,2011-08-24 14:23:00,0.83,15800.0
546999,47566,50,2011-03-18 13:47:00,4.15,17133.0
569555,23354,12,2011-10-05 08:17:00,0.83,17728.0
545327,21620,8,2011-03-01 15:16:00,3.75,13166.0
541854,85099F,1,2011-01-23 14:58:00,1.95,18283.0
573551,82486,2,2011-10-31 13:35:00,8.95,15044.0
560244,22210,1,2011-07-17 12:14:00,0.83,16931.0
575007,22469,12,2011-11-08 11:20:00,1.65,14140.0
553893,22855,48,2011-05-19 17:13:00,1.06,17560.0
556520,47566,2,2011-06-13 11:10:00,4.95,14177.0
544395,22989,12,2011-02-18 12:13:00,3.25,13397.0
563703,21520,12,2011-08-18 14:02:00,0.42,13273.0
568100,23224,12,2011-09-23 15:20:00,0.83,15475.0
539185,21034,2,2010-12-16 11:53:00,0.95,16470.0
580727,84970S,56,2011-12-05 17:17:00,2.08,14096.0
560451,22699,12,2011-07-19 09:50:00,2.95,14911.0
580520,85061W,2,2011-12-04 14:55:00,0.85,13521.0
C543119,84380,-1,2011-02-03 13:31:00,1.25,14606.0
562688,21248,3,2011-08-08 13:53:00,1.45,13869.0
567488,23397,1,2011-09-20 14:00:00,9.95,17564.0
560034,20749,4,2011-07-14 13:35:00,7.95,13933.0
579458,22866,2,2011-11-29 14:38:00,2.1,16549.0
554669,23232,25,2011-05-25 15:31:00,0.42,15203.0
546866,77101A,4,2011-03-17 15:47:00,1.25,14462.0
543652,84997C,8,2011-02-11 10:15:00,4.15,15544.0
559317,20685,1,2011-07-07 14:03:00,7.95,17611.0
553488,21888,1,2011-05-17 12:40:00,3.75,18043.0
577039,23319,12,2011-11-17 13:30:00,2.49,12539.0
561685,22386,10,2011-07-28 19:46:00,2.08,14315.0
559888,23227,24,2011-07-13 11:47:00,1.25,16450.0
569132,22457,1,2011-09-30 13:54:00,2.95,17757.0
548648,22423,3,2011-04-01 13:20:00,12.75,12949.0
562804,22382,10,2011-08-09 14:48:00,1.65,13355.0
547870,82613A,4,2011-03-27 14:18:00,1.25,13668.0
579414,22551,16,2011-11-29 12:52:00,1.65,14719.0
566013,22385,10,2011-09-08 12:16:00,2.08,17004.0
566271,82582,12,2011-09-11 13:44:00,2.1,14250.0
581580,22721,1,2011-12-09 12:20:00,1.95,12748.0
575255,20713,200,2011-11-09 11:55:00,1.79,15769.0
544572,21673,12,2011-02-21 13:21:00,1.25,14639.0
539374,21908,12,2010-12-17 11:40:00,2.1,14769.0
561879,22750,8,2011-07-31 12:43:00,3.75,13722.0
566400,22931,6,2011-09-12 13:16:00,2.55,17139.0
566013,22553,24,2011-09-08 12:16:00,1.65,17004.0
547960,22621,1,2011-03-28 15:27:00,1.45,15644.0
578354,23175,4,2011-11-24 10:12:00,3.25,17139.0
578270,22668,1,2011-11-23 13:39:00,5.79,14096.0
560996,21447,3,2011-07-22 13:53:00,1.25,17625.0
574589,22111,1,2011-11-06 10:33:00,4.95,15017.0
542393,22113,4,2011-01-27 15:02:00,3.75,18125.0
559011,20724,10,2011-07-05 12:50:00,0.85,17049.0
547926,22980,12,2011-03-28 13:59:00,1.65,12481.0
545062,21876,2,2011-02-27 14:07:00,1.25,12748.0
555473,22752,2,2011-06-03 11:59:00,8.5,14700.0
554415,22698,6,2011-05-24 12:10:00,2.95,18202.0
569033,POST,1,2011-09-30 10:40:00,6.0,15611.0
574678,23345,12,2011-11-06 12:36:00,1.25,13365.0
541417,22795,1,2011-01-17 16:23:00,6.75,16033.0
572103,21354,1,2011-10-20 15:57:00,1.25,17571.0
562256,22852,4,2011-08-03 15:14:00,4.25,15152.0
566018,85014B,2,2011-09-08 12:42:00,5.95,13137.0
541123,22139,3,2011-01-14 09:52:00,4.95,13385.0
557147,23202,10,2011-06-17 10:51:00,2.08,12408.0
573841,85035C,1,2011-11-01 11:39:00,1.25,14995.0
552134,84792,8,2011-05-06 11:50:00,4.65,14944.0
574046,21977,1,2011-11-02 13:19:00,0.55,15743.0
552239,21983,2,2011-05-06 16:54:00,0.29,14056.0
548212,22697,6,2011-03-30 09:12:00,2.95,12456.0
567472,22644,1,2011-09-20 12:47:00,1.45,15039.0
562528,21934,20,2011-08-05 13:52:00,1.65,12610.0
578548,35833P,9,2011-11-24 15:02:00,1.25,17345.0
573370,22617,3,2011-10-30 13:30:00,4.95,16626.0
571747,35970,12,2011-10-19 10:59:00,1.69,13849.0
552183,23068,2,2011-05-06 13:43:00,2.49,17604.0
559469,21928,10,2011-07-08 13:37:00,2.08,15182.0
539334,22624,1,2010-12-17 10:12:00,8.5,12748.0
545683,21430,2,2011-03-06 11:50:00,3.75,14903.0
559951,23066,4,2011-07-14 10:52:00,8.25,14847.0
544460,84520B,3,2011-02-20 14:01:00,0.85,16931.0
547102,22087,6,2011-03-21 10:41:00,2.95,14245.0
570388,23400,2,2011-10-10 12:37:00,6.25,14911.0
554979,23000,6,2011-05-29 11:34:00,0.42,16931.0
565445,23323,1,2011-09-04 14:50:00,2.1,13548.0
567459,22983,12,2011-09-20 12:21:00,0.42,14221.0
536412,22629,1,2010-12-01 11:49:00,1.95,17920.0
577126,72598,36,2011-11-17 19:22:00,0.85,12406.0
580727,22324,1,2011-12-05 17:17:00,4.13,14096.0
580652,21286,36,2011-12-05 13:33:00,0.59,17511.0
567679,22153,7,2011-09-21 16:15:00,0.42,14606.0
545334,22269,4,2011-03-01 16:34:00,1.25,15750.0
575884,23209,10,2011-11-11 13:46:00,1.65,12685.0
577973,21733,32,2011-11-22 12:13:00,2.55,13798.0
565124,22720,6,2011-09-01 12:09:00,4.95,12436.0
570488,21025,1,2011-10-10 17:12:00,2.46,14096.0
537781,22418,2,2010-12-08 12:46:00,0.85,17341.0
551516,22431,3,2011-05-01 11:10:00,1.95,14800.0
566564,22661,2,2011-09-13 12:26:00,0.85,15522.0
560026,22805,5,2011-07-14 13:11:00,1.25,16928.0
576861,23186,36,2011-11-16 16:00:00,0.29,18041.0
571046,23132,1,2011-10-13 13:35:00,5.75,18096.0
544970,21094,12,2011-02-25 11:33:00,0.85,13362.0
561485,22896,1,2011-07-27 13:42:00,2.55,17841.0
545016,22457,6,2011-02-25 13:51:00,2.95,16473.0
577938,21619,2,2011-11-22 12:07:00,1.25,15525.0
554083,21907,3,2011-05-22 11:51:00,2.1,18125.0
572096,22776,1,2011-10-20 15:20:00,9.95,16813.0
580400,23483,12,2011-12-04 11:50:00,1.25,16561.0
573419,22942,6,2011-10-31 09:38:00,8.5,13103.0
570856,22593,12,2011-10-12 15:01:00,0.85,13464.0
571705,21788,24,2011-10-18 15:22:00,0.85,12360.0
545661,16161P,25,2011-03-04 14:41:00,0.42,15358.0
567710,23023,6,2011-09-22 10:03:00,1.65,16213.0
566913,22809,12,2011-09-15 14:07:00,2.95,17602.0
567184,23313,3,2011-09-18 15:41:00,4.95,16033.0
567656,22178,13,2011-09-21 14:40:00,2.46,14096.0
568227,35818B,6,2011-09-26 10:57:00,0.38,17841.0
554492,85152,1,2011-05-24 13:56:00,2.1,13168.0
578146,22191,1,2011-11-23 11:07:00,8.5,13742.0
563565,51014A,12,2011-08-17 14:22:00,0.39,17338.0
562593,84519B,6,2011-08-07 15:43:00,1.25,16549.0
569486,22161,64,2011-10-04 12:51:00,0.19,15339.0
555979,71053,2,2011-06-08 11:18:00,3.75,15039.0
541413,21985,6,2011-01-17 16:14:00,0.29,13859.0
565214,23315,24,2011-09-01 17:20:00,8.15,14911.0
580632,47590B,1,2011-12-05 12:16:00,5.45,16360.0
579505,21754,3,2011-11-29 16:31:00,6.25,13078.0
547795,22851,1,2011-03-25 12:21:00,0.85,14536.0
557222,22907,12,2011-06-17 13:14:00,0.85,14936.0
553178,22460,1,2011-05-15 11:29:00,1.25,17302.0
563613,22627,4,2011-08-18 08:49:00,8.5,12688.0
550942,22855,12,2011-04-21 15:51:00,1.25,16587.0
559866,84212,24,2011-07-13 10:43:00,0.65,15795.0
565316,22961,12,2011-09-02 12:52:00,1.45,15628.0
553691,15056N,2,2011-05-18 14:08:00,5.95,15311.0
566041,22964,12,2011-09-08 13:48:00,2.1,13814.0
541259,20726,10,2011-01-16 15:38:00,1.65,14404.0
578322,22144,12,2011-11-23 17:10:00,2.1,12948.0
547850,85203,4,2011-03-27 12:06:00,0.42,14472.0
567183,23418,12,2011-09-18 15:32:00,2.08,14769.0
541698,10002,18,2011-01-20 19:16:00,0.85,14713.0
563354,84519B,3,2011-08-15 14:35:00,1.25,15271.0
541848,22468,2,2011-01-23 13:31:00,6.75,17611.0
568191,22667,1,2011-09-25 14:37:00,2.95,16655.0
552822,22622,2,2011-05-11 12:59:00,11.95,15521.0
546993,21181,4,2011-03-18 13:19:00,2.1,17921.0
569838,21577,6,2011-10-06 13:20:00,2.25,13504.0
564957,20914,6,2011-08-31 13:55:00,2.95,15260.0
576911,84508B,1,2011-11-17 10:01:00,2.55,17461.0
572889,23511,1,2011-10-26 13:56:00,2.08,12748.0
564335,23199,1,2011-08-24 14:23:00,2.08,15800.0
574714,22636,1,2011-11-06 14:29:00,8.5,15427.0
553182,23102,12,2011-05-15 12:21:00,0.83,17107.0
573778,23170,48,2011-11-01 10:56:00,1.45,18092.0
568701,23165,12,2011-09-28 15:07:00,1.65,13924.0
571296,22312,2,2011-10-16 16:13:00,2.95,13760.0
C571893,84818,-17,2011-10-19 14:13:00,0.79,13314.0
548712,22767,1,2011-04-03 14:42:00,9.95,17050.0
579133,23392,3,2011-11-28 12:36:00,2.08,17852.0
553706,23171,48,2011-05-18 15:23:00,1.45,13854.0
541615,10002,6,2011-01-20 10:43:00,0.85,16395.0
576364,22398,4,2011-11-14 17:40:00,0.39,15009.0
563444,22508,2,2011-08-16 13:50:00,3.75,16033.0
562283,23243,4,2011-08-04 10:43:00,4.95,15249.0
577046,22629,12,2011-11-17 13:46:00,1.95,12449.0
545066,22843,1,2011-02-27 14:44:00,6.75,13610.0
570229,23397,1,2011-10-09 13:30:00,9.95,15756.0
578082,23435,10,2011-11-22 16:33:00,0.79,12775.0
539654,22962,30,2010-12-20 17:05:00,0.85,17340.0
564091,84692,25,2011-08-23 09:57:00,0.42,15804.0
574292,20751,1,2011-11-03 15:27:00,2.1,16914.0
580956,22499,3,2011-12-06 14:23:00,5.95,17841.0
563216,22616,1,2011-08-14 13:14:00,0.29,17841.0
574691,22487,1,2011-11-06 13:17:00,9.95,14174.0
579498,23084,2040,2011-11-29 15:52:00,1.79,12798.0
549825,23076,24,2011-04-12 12:47:00,1.25,12463.0
558367,22367,3,2011-06-28 15:31:00,1.95,16550.0
549026,22180,12,2011-04-05 16:42:00,8.5,17409.0
571564,22974,12,2011-10-18 10:16:00,1.65,16019.0
572297,82482,6,2011-10-23 14:30:00,2.95,15953.0
556916,22064,2,2011-06-15 13:35:00,1.65,16898.0
553351,23091,2,2011-05-16 13:35:00,6.25,18118.0
554513,22417,24,2011-05-24 15:56:00,0.55,14057.0
559897,90214A,6,2011-07-13 12:18:00,1.25,16779.0
552323,23298,6,2011-05-09 09:33:00,4.95,16756.0
573907,22988,12,2011-11-01 15:17:00,1.25,13021.0
559547,20727,4,2011-07-10 15:12:00,1.65,17758.0
565014,23203,100,2011-08-31 16:28:00,1.79,16180.0
547019,20668,24,2011-03-18 14:54:00,0.12,17841.0
567189,23247,12,2011-09-19 09:10:00,2.89,17069.0
575919,22903,3,2011-11-11 17:00:00,2.95,15311.0
564503,22189,4,2011-08-25 14:23:00,3.95,13971.0
578229,21034,2,2011-11-23 11:54:00,0.95,16066.0
548558,22557,12,2011-04-01 10:05:00,1.65,13626.0
542269,22180,4,2011-01-27 09:33:00,9.95,14442.0
573287,23328,4,2011-10-28 14:42:00,3.75,14194.0
552176,20725,2,2011-05-06 13:25:00,1.65,17516.0
538626,21877,6,2010-12-13 12:57:00,1.25,17338.0
550626,22335,10,2011-04-19 14:23:00,0.65,13184.0
572483,22537,1,2011-10-24 13:50:00,0.42,16444.0
546440,21733,6,2011-03-14 10:31:00,2.95,16871.0
564535,22423,1,2011-08-25 15:10:00,12.75,18075.0
542585,21592,4,2011-01-28 15:29:00,1.25,17329.0
568703,22989,3,2011-09-28 15:21:00,3.25,12748.0
579503,23452,1,2011-11-29 16:23:00,1.95,17097.0
551399,23009,2,2011-04-28 13:17:00,16.95,17874.0
569843,23320,2,2011-10-06 13:29:00,2.89,14449.0
574734,23184,2,2011-11-06 15:20:00,4.95,15025.0
563926,21936,5,2011-08-21 14:42:00,2.95,12553.0
570672,84050,6,2011-10-11 14:52:00,1.65,12536.0
567866,22617,3,2011-09-22 14:13:00,4.95,16669.0
544887,22693,24,2011-02-24 11:54:00,1.25,17364.0
568159,22727,8,2011-09-25 12:22:00,3.75,17719.0
539475,21372,1,2010-12-19 14:41:00,2.95,16686.0
553463,22139,3,2011-05-17 11:02:00,4.95,13488.0
578114,22306,12,2011-11-23 09:41:00,1.06,16185.0
559885,23294,24,2011-07-13 11:35:00,0.83,16843.0
574084,23090,36,2011-11-02 17:09:00,0.83,14528.0
546420,47591D,2,2011-03-13 11:18:00,1.95,14810.0
564725,23203,1,2011-08-28 12:28:00,2.08,18041.0
545022,22699,6,2011-02-25 14:24:00,2.95,12921.0
558368,23028,6,2011-06-28 15:36:00,1.65,14329.0
563753,21558,6,2011-08-19 10:51:00,2.55,12513.0
560650,21507,12,2011-07-20 11:38:00,0.42,15529.0
568065,21984,24,2011-09-23 13:44:00,0.39,16240.0
579779,23298,3,2011-11-30 15:16:00,4.95,17737.0
565386,85212,48,2011-09-02 15:48:00,0.29,17997.0
553547,22432,6,2011-05-17 15:48:00,1.95,12474.0
540798,22491,12,2011-01-11 12:11:00,0.85,17365.0
571212,23138,4,2011-10-14 12:53:00,1.45,12856.0
566976,23346,12,2011-09-16 09:27:00,1.25,15382.0
544480,20713,100,2011-02-21 10:32:00,1.65,14646.0
571292,21174,3,2011-10-16 15:45:00,2.08,15311.0
573344,23081,2,2011-10-30 12:07:00,8.25,14179.0
570036,22383,10,2011-10-07 10:50:00,1.65,16358.0
539730,85123A,6,2010-12-21 14:54:00,2.95,13487.0
567943,23409,5,2011-09-22 19:33:00,3.75,14702.0
542731,17084P,50,2011-01-31 15:27:00,0.21,13600.0
570444,21207,3,2011-10-10 14:38:00,1.65,17284.0
565327,85169A,12,2011-09-02 13:48:00,1.25,12832.0
553037,22813,12,2011-05-13 08:10:00,1.95,12471.0
558679,22737,5,2011-07-01 10:58:00,1.65,17800.0
548013,22902,12,2011-03-29 11:25:00,2.1,17874.0
549301,22665,6,2011-04-08 08:24:00,2.95,16643.0
545314,21394,6,2011-03-01 14:11:00,1.95,12866.0
546869,22701,6,2011-03-17 16:00:00,2.95,12352.0
575491,23323,3,2011-11-09 17:47:00,2.1,15531.0
555535,85099F,10,2011-06-05 12:16:00,2.08,16458.0
580712,21485,3,2011-12-05 16:37:00,4.95,13021.0
553864,22983,12,2011-05-19 14:08:00,0.42,15862.0
544339,22750,4,2011-02-18 09:04:00,3.75,15228.0
543548,22445,6,2011-02-10 09:21:00,2.95,13706.0
566400,22795,2,2011-09-12 13:16:00,6.75,17139.0
569568,22973,12,2011-10-05 09:57:00,1.65,12700.0
556910,23263,12,2011-06-15 13:25:00,1.25,12748.0
575491,85032B,12,2011-11-09 17:47:00,0.65,15531.0
545690,22720,2,2011-03-06 12:46:00,4.95,13263.0
547703,21164,12,2011-03-24 17:10:00,2.95,12540.0
573576,22614,1,2011-10-31 14:09:00,0.83,14096.0
540415,21485,4,2011-01-07 10:47:00,4.95,16889.0
575902,22707,25,2011-11-11 15:20:00,0.42,15544.0
550297,48116,1,2011-04-15 15:58:00,7.95,14056.0
562517,23237,1,2011-08-05 12:27:00,4.15,15719.0
545082,18097C,6,2011-02-28 10:37:00,2.55,16992.0
568083,21519,12,2011-09-23 14:38:00,0.42,15903.0
543188,79030G,6,2011-02-04 11:45:00,1.65,12567.0
560790,22697,6,2011-07-21 10:29:00,2.95,14051.0
571498,23490,1,2011-10-17 15:06:00,3.75,17841.0
574103,21877,12,2011-11-03 10:30:00,1.65,13636.0
573891,22352,12,2011-11-01 13:56:00,2.55,12682.0
547349,20718,10,2011-03-22 12:02:00,1.25,15132.0
544283,85053,1,2011-02-17 12:27:00,2.1,13668.0
546560,21172,50,2011-03-15 10:26:00,1.25,12931.0
578666,22723,4,2011-11-24 17:06:00,3.95,17727.0
541406,22964,3,2011-01-17 15:19:00,2.1,14657.0
557219,22432,6,2011-06-17 12:39:00,1.95,14776.0
554916,21194,1,2011-05-27 12:26:00,2.1,17345.0
564632,22847,1,2011-08-26 11:58:00,16.95,16556.0
559152,23028,6,2011-07-06 15:02:00,1.65,14214.0
573552,22596,12,2011-10-31 13:43:00,1.25,13203.0
544788,21668,12,2011-02-23 12:18:00,1.25,13089.0
575145,22178,6,2011-11-08 15:40:00,1.95,14116.0
553054,84992,1,2011-05-13 10:22:00,0.55,17886.0
570830,84032A,6,2011-10-12 13:20:00,2.95,14852.0
572457,22966,24,2011-10-24 12:44:00,1.25,12594.0
572447,21080,1,2011-10-24 12:25:00,0.85,17811.0
565388,82582,5,2011-09-02 15:56:00,2.1,14415.0
581193,22754,1,2011-12-07 17:05:00,0.21,17097.0
573746,22386,30,2011-11-01 09:01:00,2.08,13461.0
549787,23182,4,2011-04-12 11:58:00,0.83,13268.0
569670,21587,1,2011-10-05 13:47:00,2.55,14730.0
577511,21650,1,2011-11-20 12:53:00,0.19,17561.0
561074,22776,1,2011-07-24 15:46:00,9.95,13037.0
576926,22111,24,2011-11-17 10:59:00,4.25,14113.0
572309,21034,1,2011-10-23 15:29:00,0.95,14432.0
554992,16169M,25,2011-05-29 14:08:00,0.42,16686.0
563580,21791,2,2011-08-17 15:53:00,1.25,16706.0
567701,21352,12,2011-09-22 09:36:00,2.95,17172.0
570241,21990,3,2011-10-09 15:24:00,1.25,14801.0
558355,22849,1,2011-06-28 14:58:00,16.95,13614.0
537144,21930,1,2010-12-05 13:00:00,1.95,15880.0
538086,22505,1,2010-12-09 14:44:00,4.95,12872.0
551548,22175,6,2011-05-03 09:44:00,2.95,14149.0
554275,21078,8,2011-05-23 13:17:00,0.85,14903.0
576564,84347,7,2011-11-15 13:32:00,2.55,15311.0
565438,22384,2,2011-09-04 13:56:00,1.65,17229.0
550819,22921,2,2011-04-20 17:37:00,0.65,17530.0
538868,22418,48,2010-12-14 14:42:00,0.85,17017.0
574034,23367,1,2011-11-02 12:45:00,0.65,17841.0
552710,22819,12,2011-05-11 07:35:00,0.42,13098.0
545904,37446,8,2011-03-08 08:52:00,1.45,13468.0
581398,23356,24,2011-12-08 13:26:00,4.95,17243.0
574673,22382,2,2011-11-06 12:26:00,1.65,15555.0
557963,23298,6,2011-06-24 09:24:00,4.95,13709.0
574965,23199,1,2011-11-08 10:44:00,2.08,17964.0
C580954,84997C,-5,2011-12-06 14:19:00,3.75,12967.0
580879,21485,1,2011-12-06 12:18:00,4.95,17346.0
569082,22728,4,2011-09-30 11:55:00,3.75,18229.0
549958,21563,5,2011-04-13 13:47:00,2.95,17589.0
557898,20686,6,2011-06-23 14:35:00,3.25,17314.0
549015,22079,10,2011-04-05 15:12:00,1.65,15244.0
569943,21355,3,2011-10-06 18:08:00,1.25,14592.0
541842,84970L,6,2011-01-23 12:07:00,0.95,16085.0
557128,21280,2,2011-06-16 19:49:00,2.55,14765.0
564962,22575,1,2011-08-31 14:35:00,1.95,17777.0
557798,21122,24,2011-06-23 09:38:00,1.25,16187.0
552013,21394,48,2011-05-05 17:34:00,0.39,12451.0
542535,22607,2,2011-01-28 13:37:00,9.95,12735.0
558906,82483,2,2011-07-04 16:35:00,6.95,15555.0
563944,23254,4,2011-08-22 10:08:00,4.15,17581.0
557311,22894,3,2011-06-19 15:36:00,9.95,15700.0
544920,22698,12,2011-02-24 16:31:00,2.95,13081.0
551158,21561,3,2011-04-26 15:00:00,2.55,16823.0
547036,22961,36,2011-03-20 10:35:00,1.45,17017.0
536395,22114,8,2010-12-01 10:47:00,3.95,13767.0
548863,35921,2,2011-04-04 13:57:00,1.25,15311.0
549733,85231G,6,2011-04-11 16:56:00,0.85,17827.0
540979,84828,12,2011-01-12 15:06:00,1.25,15727.0
547651,20684,1,2011-03-24 12:11:00,3.25,16904.0
580091,21034,1,2011-12-01 14:37:00,0.95,17293.0
572741,23102,12,2011-10-25 15:47:00,0.83,14341.0
537224,21688,6,2010-12-05 16:24:00,2.95,13174.0
559513,22628,2,2011-07-08 15:56:00,4.95,14534.0
565585,84991,24,2011-09-05 13:22:00,0.55,16172.0
560918,22489,24,2011-07-21 18:27:00,0.42,14849.0
563167,21559,6,2011-08-12 12:37:00,2.55,14696.0
546119,20711,10,2011-03-09 14:22:00,1.95,16945.0
572225,23392,6,2011-10-21 13:50:00,2.08,13157.0
571715,23189,4,2011-10-18 17:04:00,2.89,17576.0
579399,23439,3,2011-11-29 12:09:00,2.1,13137.0
575848,22548,4,2011-11-11 12:10:00,1.25,14178.0
574096,23084,12,2011-11-03 09:55:00,2.08,13599.0
568367,85049E,12,2011-09-26 15:51:00,1.25,15755.0
553526,23208,2,2011-05-17 14:54:00,1.65,16266.0
546089,22616,24,2011-03-09 11:44:00,0.29,17864.0
563585,22694,2,2011-08-17 17:01:00,2.1,17070.0
563931,23243,8,2011-08-21 15:49:00,4.95,14895.0
554306,47566,50,2011-05-23 14:59:00,4.15,15734.0
538198,21983,12,2010-12-10 11:01:00,0.29,17827.0
551056,22820,6,2011-04-26 11:51:00,0.65,16442.0
555202,21556,1,2011-06-01 12:11:00,2.55,16813.0
554839,20914,3,2011-05-26 17:15:00,2.95,14056.0
565417,47590A,18,2011-09-04 12:04:00,5.45,15738.0
537126,20974,1,2010-12-05 12:13:00,0.65,18118.0
566442,22078,10,2011-09-12 15:29:00,2.1,14732.0
563944,22661,10,2011-08-22 10:08:00,0.85,17581.0
538636,82600,12,2010-12-13 13:50:00,2.1,14639.0
550925,71459,24,2011-04-21 14:37:00,0.85,17061.0
580285,84913B,4,2011-12-02 13:22:00,4.65,12695.0
574870,22200,3,2011-11-07 12:52:00,4.25,17811.0
549909,35965,24,2011-04-12 16:43:00,0.79,15777.0
547063,22711,25,2011-03-20 13:33:00,0.42,14769.0
571446,23172,36,2011-10-17 13:46:00,1.65,14911.0
576593,23167,4,2011-11-15 14:48:00,0.83,15720.0
579885,84712B,2,2011-11-30 17:37:00,7.95,15444.0
566200,23200,1,2011-09-09 14:14:00,2.08,16910.0
574678,22752,4,2011-11-06 12:36:00,8.5,13365.0
564346,22097,4,2011-08-24 14:54:00,0.39,15727.0
554561,23175,6,2011-05-25 10:35:00,3.25,13317.0
571098,22413,3,2011-10-13 15:38:00,2.95,17841.0
566281,23263,6,2011-09-11 14:15:00,1.25,12748.0
539754,21936,1,2010-12-21 16:06:00,2.95,12748.0
578092,22382,20,2011-11-22 17:19:00,1.65,16811.0
540148,21313,24,2011-01-05 10:58:00,0.85,14189.0
550776,22727,4,2011-04-20 13:19:00,3.75,15805.0
566554,23209,20,2011-09-13 11:39:00,1.65,13136.0
555399,20727,3,2011-06-02 17:41:00,1.65,15555.0
557621,23014,6,2011-06-21 14:00:00,3.95,12444.0
